month,expectancy
12/1/89,75.01707317
1/1/90,75.21463415
2/1/90,75.21463415
3/1/90,75.21463415
4/1/90,75.21463415
5/1/90,75.21463415
6/1/90,75.21463415
7/1/90,75.21463415
8/1/90,75.21463415
9/1/90,75.21463415
10/1/90,75.21463415
11/1/90,75.21463415
12/1/90,75.21463415
1/1/91,75.36585366
2/1/91,75.36585366
3/1/91,75.36585366
4/1/91,75.36585366
5/1/91,75.36585366
6/1/91,75.36585366
7/1/91,75.36585366
8/1/91,75.36585366
9/1/91,75.36585366
10/1/91,75.36585366
11/1/91,75.36585366
12/1/91,75.36585366
1/1/92,75.61707317
2/1/92,75.61707317
3/1/92,75.61707317
4/1/92,75.61707317
5/1/92,75.61707317
6/1/92,75.61707317
7/1/92,75.61707317
8/1/92,75.61707317
9/1/92,75.61707317
10/1/92,75.61707317
11/1/92,75.61707317
12/1/92,75.61707317
1/1/93,75.4195122
2/1/93,75.4195122
3/1/93,75.4195122
4/1/93,75.4195122
5/1/93,75.4195122
6/1/93,75.4195122
7/1/93,75.4195122
8/1/93,75.4195122
9/1/93,75.4195122
10/1/93,75.4195122
11/1/93,75.4195122
12/1/93,75.4195122
1/1/94,75.6195122
2/1/94,75.6195122
3/1/94,75.6195122
4/1/94,75.6195122
5/1/94,75.6195122
6/1/94,75.6195122
7/1/94,75.6195122
8/1/94,75.6195122
9/1/94,75.6195122
10/1/94,75.6195122
11/1/94,75.6195122
12/1/94,75.6195122
1/1/95,75.62195122
2/1/95,75.62195122
3/1/95,75.62195122
4/1/95,75.62195122
5/1/95,75.62195122
6/1/95,75.62195122
7/1/95,75.62195122
8/1/95,75.62195122
9/1/95,75.62195122
10/1/95,75.62195122
11/1/95,75.62195122
12/1/95,75.62195122
1/1/96,76.02682927
2/1/96,76.02682927
3/1/96,76.02682927
4/1/96,76.02682927
5/1/96,76.02682927
6/1/96,76.02682927
7/1/96,76.02682927
8/1/96,76.02682927
9/1/96,76.02682927
10/1/96,76.02682927
11/1/96,76.02682927
12/1/96,76.02682927
1/1/97,76.42926829
2/1/97,76.42926829
3/1/97,76.42926829
4/1/97,76.42926829
5/1/97,76.42926829
6/1/97,76.42926829
7/1/97,76.42926829
8/1/97,76.42926829
9/1/97,76.42926829
10/1/97,76.42926829
11/1/97,76.42926829
12/1/97,76.42926829
1/1/98,76.5804878
2/1/98,76.5804878
3/1/98,76.5804878
4/1/98,76.5804878
5/1/98,76.5804878
6/1/98,76.5804878
7/1/98,76.5804878
8/1/98,76.5804878
9/1/98,76.5804878
10/1/98,76.5804878
11/1/98,76.5804878
12/1/98,76.5804878
1/1/99,76.58292683
2/1/99,76.58292683
3/1/99,76.58292683
4/1/99,76.58292683
5/1/99,76.58292683
6/1/99,76.58292683
7/1/99,76.58292683
8/1/99,76.58292683
9/1/99,76.58292683
10/1/99,76.58292683
11/1/99,76.58292683
12/1/99,76.58292683
1/1/00,76.63658537
2/1/00,76.63658537
3/1/00,76.63658537
4/1/00,76.63658537
5/1/00,76.63658537
6/1/00,76.63658537
7/1/00,76.63658537
8/1/00,76.63658537
9/1/00,76.63658537
10/1/00,76.63658537
11/1/00,76.63658537
12/1/00,76.63658537
1/1/01,76.83658537
2/1/01,76.83658537
3/1/01,76.83658537
4/1/01,76.83658537
5/1/01,76.83658537
6/1/01,76.83658537
7/1/01,76.83658537
8/1/01,76.83658537
9/1/01,76.83658537
10/1/01,76.83658537
11/1/01,76.83658537
12/1/01,76.83658537
1/1/02,76.93658537
2/1/02,76.93658537
3/1/02,76.93658537
4/1/02,76.93658537
5/1/02,76.93658537
6/1/02,76.93658537
7/1/02,76.93658537
8/1/02,76.93658537
9/1/02,76.93658537
10/1/02,76.93658537
11/1/02,76.93658537
12/1/02,76.93658537
1/1/03,77.03658537
2/1/03,77.03658537
3/1/03,77.03658537
4/1/03,77.03658537
5/1/03,77.03658537
6/1/03,77.03658537
7/1/03,77.03658537
8/1/03,77.03658537
9/1/03,77.03658537
10/1/03,77.03658537
11/1/03,77.03658537
12/1/03,77.03658537
1/1/04,77.48780488
2/1/04,77.48780488
3/1/04,77.48780488
4/1/04,77.48780488
5/1/04,77.48780488
6/1/04,77.48780488
7/1/04,77.48780488
8/1/04,77.48780488
9/1/04,77.48780488
10/1/04,77.48780488
11/1/04,77.48780488
12/1/04,77.48780488
1/1/05,77.48780488
2/1/05,77.48780488
3/1/05,77.48780488
4/1/05,77.48780488
5/1/05,77.48780488
6/1/05,77.48780488
7/1/05,77.48780488
8/1/05,77.48780488
9/1/05,77.48780488
10/1/05,77.48780488
11/1/05,77.48780488
12/1/05,77.48780488
1/1/06,77.68780488
2/1/06,77.68780488
3/1/06,77.68780488
4/1/06,77.68780488
5/1/06,77.68780488
6/1/06,77.68780488
7/1/06,77.68780488
8/1/06,77.68780488
9/1/06,77.68780488
10/1/06,77.68780488
11/1/06,77.68780488
12/1/06,77.68780488
1/1/07,77.98780488
2/1/07,77.98780488
3/1/07,77.98780488
4/1/07,77.98780488
5/1/07,77.98780488
6/1/07,77.98780488
7/1/07,77.98780488
8/1/07,77.98780488
9/1/07,77.98780488
10/1/07,77.98780488
11/1/07,77.98780488
12/1/07,77.98780488
1/1/08,78.03902439
2/1/08,78.03902439
3/1/08,78.03902439
4/1/08,78.03902439
5/1/08,78.03902439
6/1/08,78.03902439
7/1/08,78.03902439
8/1/08,78.03902439
9/1/08,78.03902439
10/1/08,78.03902439
11/1/08,78.03902439
12/1/08,78.03902439
1/1/09,78.3902439
2/1/09,78.3902439
3/1/09,78.3902439
4/1/09,78.3902439
5/1/09,78.3902439
6/1/09,78.3902439
7/1/09,78.3902439
8/1/09,78.3902439
9/1/09,78.3902439
10/1/09,78.3902439
11/1/09,78.3902439
12/1/09,78.3902439
1/1/10,78.54146341
2/1/10,78.54146341
3/1/10,78.54146341
4/1/10,78.54146341
5/1/10,78.54146341
6/1/10,78.54146341
7/1/10,78.54146341
8/1/10,78.54146341
9/1/10,78.54146341
10/1/10,78.54146341
11/1/10,78.54146341
12/1/10,78.54146341
1/1/11,78.64146341
2/1/11,78.64146341
3/1/11,78.64146341
4/1/11,78.64146341
5/1/11,78.64146341
6/1/11,78.64146341
7/1/11,78.64146341
8/1/11,78.64146341
9/1/11,78.64146341
10/1/11,78.64146341
11/1/11,78.64146341
12/1/11,78.64146341
1/1/12,78.74146341
2/1/12,78.74146341
3/1/12,78.74146341
4/1/12,78.74146341
5/1/12,78.74146341
6/1/12,78.74146341
7/1/12,78.74146341
8/1/12,78.74146341
9/1/12,78.74146341
10/1/12,78.74146341
11/1/12,78.74146341
12/1/12,78.74146341
1/1/13,78.84146341
2/1/13,78.84146341
3/1/13,78.84146341
4/1/13,78.84146341
5/1/13,78.84146341
6/1/13,78.84146341
7/1/13,78.84146341
8/1/13,78.84146341
9/1/13,78.84146341
10/1/13,78.84146341
11/1/13,78.84146341
12/1/13,78.84146341
1/1/14,78.94146341
2/1/14,78.94146341
3/1/14,78.94146341
4/1/14,78.94146341
5/1/14,78.94146341
6/1/14,78.94146341
7/1/14,78.94146341
8/1/14,78.94146341
9/1/14,78.94146341
10/1/14,78.94146341
11/1/14,78.94146341
12/1/14,78.94146341
